ID_emp,Name,last_name,birth_date,Gender,area,salary,start_date,finish_date,promotion_date,type,fecha,hora,age
35-4143254,Curtis,Quickfall,2000-11-21,male,"Business Development",141010,2006-03-10,"2027-02-28 10:41:48",,Remote,2027-02-28,10:41:48,23
35-4171516,Penn,Rottgers,1988-03-18,male,"Business Development",178763,2017-02-11,NULL,,Remote,NULL,NULL,35
35-4208320,Bailie,Blades,1986-02-10,female,Accounting,173372,2001-11-18,NULL,,Remote,NULL,NULL,37
35-4224269,Ashbey,Zanotti,1965-11-12,male,Engineering,180163,2012-07-08,NULL,,Hybrid,NULL,NULL,58
35-4244830,Germain,Fountian,1979-06-17,male,Training,154214,2008-11-04,NULL,,Remote,NULL,NULL,44
35-4335484,Zaccaria,Steaning,1990-09-22,male,Accounting,119945,2005-08-02,NULL,,Hybrid,NULL,NULL,33
35-4347404,Jude,Hallen,1994-05-26,female,Engineering,160130,2012-12-30,NULL,,Hybrid,NULL,NULL,29
35-4355406,Alida,Laffling,1992-07-26,female,"Business Development",78876,2007-05-02,NULL,,Hybrid,NULL,NULL,31
35-4371292,Damita,Winger,2000-05-31,female,Services,91647,2005-03-11,NULL,,Remote,NULL,NULL,23
35-4426286,Killy,Mapham,1979-07-26,male,Accounting,84057,2011-07-24,NULL,,Remote,NULL,NULL,44
35-4468812,Reeba,Minor,2000-12-10,male,Engineering,95486,2016-04-14,NULL,,Hybrid,NULL,NULL,22
35-4471856,Filberto,Giacopazzi,2001-12-01,male,"Research and Development",121118,2002-12-16,NULL,,Hybrid,NULL,NULL,22
35-4474992,Craggie,Bareham,1975-02-22,male,Sales,90470,2020-07-07,NULL,,Remote,NULL,NULL,48
35-4524074,Sasha,Huygen,2001-02-05,male,Engineering,176856,2002-12-21,"2005-10-25 03:53:23",,Remote,2005-10-25,03:53:23,22
35-4558116,Lisa,Abatelli,1980-03-19,female,Accounting,116635,2013-09-10,NULL,,Hybrid,NULL,NULL,43
35-4637858,Norah,Abramsky,1993-06-08,female,"Product Management",169527,2003-12-28,NULL,,Remote,NULL,NULL,30
35-4684639,Bartel,Harry,1986-07-18,female,Marketing,79066,2013-02-24,NULL,,Hybrid,NULL,NULL,37
35-4714537,Estelle,Emm,2001-03-26,male,"Business Development",71254,2004-05-20,"2012-11-06 09:16:20",,Hybrid,2012-11-06,09:16:20,22
35-4736262,Kippar,Ferencowicz,1996-06-17,female,Accounting,178415,2011-07-15,"2029-10-09 21:27:50",,Hybrid,2029-10-09,21:27:50,27
35-4744293,Dud,Bownd,1972-07-10,female,"Human Resources",135408,2004-06-15,NULL,,Hybrid,NULL,NULL,51
35-4805428,Godart,Ivkovic,1967-03-07,female,"Research and Development",152645,2015-03-13,NULL,,Remote,NULL,NULL,56
35-4806902,Fidel,Bruhke,1979-04-01,male,Engineering,78761,2008-05-21,NULL,,Hybrid,NULL,NULL,44
35-4884923,Alene,Wyldbore,1979-08-08,female,Engineering,87767,2016-12-07,NULL,,Hybrid,NULL,NULL,44
35-4913661,Rolland,Roseborough,1991-01-12,female,Engineering,183219,2019-11-09,NULL,,Remote,NULL,NULL,32
35-4979715,Conny,Lavrick,1988-11-25,female,Sales,131913,2011-04-10,NULL,,Remote,NULL,NULL,35
35-5025718,Angelico,Corryer,1992-05-31,male,Engineering,138187,2001-12-26,NULL,,Hybrid,NULL,NULL,31
35-5029015,Wash,Ladlow,1967-06-04,male,Engineering,123080,2019-05-21,NULL,,Remote,NULL,NULL,56
35-5046563,Moishe,Silveston,1969-02-19,female,Accounting,77816,2004-01-04,"2004-11-23 16:30:27",,Hybrid,2004-11-23,16:30:27,54
35-5058267,Leon,Thomasson,2000-12-13,female,Training,164239,2017-03-01,"2032-02-13 11:51:32",,Remote,2032-02-13,11:51:32,22
35-5097432,Stacey,Dunbabin,1981-06-29,female,Training,120498,2018-05-29,NULL,,Remote,NULL,NULL,42
35-5118009,Daryle,Seefus,1986-09-05,female,Engineering,99043,2006-01-28,NULL,,Hybrid,NULL,NULL,37
35-5133243,Willie,Ricardot,1975-05-03,male,Accounting,70257,2004-02-20,NULL,,Remote,NULL,NULL,48
35-5142564,Caddric,MacDunleavy,1986-12-07,male,Sales,74728,2013-04-22,"2017-10-11 09:23:53",,Hybrid,2017-10-11,09:23:53,36
35-5159994,Augie,Goulbourne,1991-02-08,male,Training,163857,2007-03-04,NULL,,Hybrid,NULL,NULL,32
35-5196749,Madge,Moret,1995-03-06,female,"Research and Development",111050,2018-11-21,NULL,,Remote,NULL,NULL,28
35-5208524,Hakeem,Dadson,1968-10-07,female,Engineering,105915,2011-12-06,NULL,,Hybrid,NULL,NULL,55
35-5326949,Lorens,O'Sculley,1973-04-09,male,Services,182870,2009-08-30,NULL,,Remote,NULL,NULL,50
35-5332058,Brietta,Magill,1992-08-08,female,Engineering,118646,2009-01-09,NULL,,Remote,NULL,NULL,31
35-5410619,Giorgia,Pencot,1972-12-06,male,Training,139373,2008-03-04,NULL,,Remote,NULL,NULL,50
35-5419849,Louisette,Peacham,2002-06-25,male,Engineering,84233,2017-07-13,NULL,,Remote,NULL,NULL,21
35-5424150,Deloris,Harbage,1996-06-19,male,Engineering,125127,2019-09-16,NULL,,Remote,NULL,NULL,27
35-5424204,Eleonore,Baldini,1995-08-31,female,Sales,85062,2011-07-28,NULL,,Remote,NULL,NULL,28
35-5466275,Tiebout,Pomeroy,2001-09-26,female,Engineering,91244,2006-07-01,NULL,,Hybrid,NULL,NULL,22
35-5523291,Gretchen,Swaddle,1992-01-14,female,Engineering,183969,2008-02-07,"2026-01-13 01:24:26",,Hybrid,2026-01-13,01:24:26,31
35-5560276,Deck,Sanson,1968-05-12,female,Training,150528,2003-10-29,NULL,,Remote,NULL,NULL,55
35-5569393,Fee,Dibb,1991-05-06,male,Services,126697,2005-12-23,NULL,,Hybrid,NULL,NULL,32
35-5575609,Marc,Nerne,1976-04-27,male,Sales,169995,2008-09-25,NULL,,Remote,NULL,NULL,47
35-5612198,Ebeneser,Yakovl,1978-04-03,male,Engineering,98194,2005-06-11,"2024-08-18 22:44:07",,Remote,2024-08-18,22:44:07,45
35-5635526,Eamon,Brixey,1971-10-01,female,Engineering,66293,2016-09-20,NULL,,Hybrid,NULL,NULL,52
35-5641863,Brody,Draper,1987-03-02,female,Sales,75629,2020-04-01,NULL,,Remote,NULL,NULL,36
35-5736929,Clarita,Denty,1977-10-23,male,Engineering,73613,2012-12-20,NULL,,Remote,NULL,NULL,46
35-5767346,Belinda,Heffer,1977-05-13,female,Engineering,91970,2014-02-24,"2018-11-09 22:31:37",,Hybrid,2018-11-09,22:31:37,46
35-5823391,Arda,O'Noland,2001-08-19,female,Sales,109721,2016-11-10,NULL,,Hybrid,NULL,NULL,22
35-5823693,Annora,Tomala,1978-12-06,female,Training,129556,2018-12-14,NULL,,Remote,NULL,NULL,44
35-5866171,Curr,Skillett,1992-02-02,female,Legal,88877,2005-01-12,NULL,,Hybrid,NULL,NULL,31
35-5893818,Bastian,Bidewel,1985-10-28,male,"Human Resources",133470,2013-06-12,NULL,,Remote,NULL,NULL,38
35-5898172,Eric,Scollard,1990-07-05,female,Engineering,84290,2006-07-07,NULL,,Hybrid,NULL,NULL,33
35-5920384,Burlie,Northcott,1978-10-08,male,Engineering,170057,2013-04-23,NULL,,Remote,NULL,NULL,45
35-6036217,Leoine,Basilio,1988-10-28,female,Engineering,123702,2014-08-31,NULL,,Hybrid,NULL,NULL,35
35-6057368,Brietta,O'Connell,1984-02-04,male,Accounting,136432,2016-08-28,NULL,,Remote,NULL,NULL,39
35-6184041,Willem,Dalling,1981-10-27,female,Services,85302,2016-12-08,"2026-03-06 11:04:54",,Hybrid,2026-03-06,11:04:54,42
35-6202038,Farr,Tift,1967-06-04,male,"Business Development",101556,2009-01-13,"2023-11-06 10:10:46",,Remote,2023-11-06,10:10:46,56
35-6229162,Finley,Demangeot,1977-02-23,female,Services,161571,2017-11-17,NULL,,Hybrid,NULL,NULL,46
35-6293064,Ardisj,Gratland,1979-08-13,female,Sales,124949,2007-11-01,"2008-08-21 11:19:07",,Remote,2008-08-21,11:19:07,44
35-6371764,Elladine,Gaudon,1993-04-26,male,Sales,77214,2015-01-14,"2030-07-20 18:25:13",,Remote,2030-07-20,18:25:13,30
35-6430958,Norma,Carlton,1971-04-03,female,Sales,147851,2013-03-01,NULL,,Hybrid,NULL,NULL,52
35-6564438,Ceciley,Scarsbrooke,1983-05-05,female,Accounting,154913,2002-07-29,NULL,,Remote,NULL,NULL,40
35-6642333,Nannette,Bicksteth,1995-07-25,female,Accounting,169871,2003-09-26,NULL,,Remote,NULL,NULL,28
35-6654452,Rozelle,Shrimpling,1976-06-02,female,Engineering,111649,2010-01-26,NULL,,Remote,NULL,NULL,47
35-6722595,Gill,Boother,1979-07-03,male,Training,129923,2002-03-02,"2003-08-08 17:32:20",,Hybrid,2003-08-08,17:32:20,44
35-6730346,Woodman,McMenamie,1990-03-27,female,Legal,179926,2017-04-18,NULL,,Hybrid,NULL,NULL,33
35-6756838,Uriah,O'Cahsedy,1977-04-23,female,Accounting,80646,2019-02-15,NULL,,Remote,NULL,NULL,46
35-6834715,Arlinda,Guard,1983-01-01,male,Accounting,141555,2006-06-23,"2014-07-03 04:35:45",,Hybrid,2014-07-03,04:35:45,40
35-6907578,Filbert,Gooding,1999-04-12,male,Sales,122932,2007-09-03,NULL,,Remote,NULL,NULL,24
35-6957322,Patrice,Gerleit,1967-01-01,male,Engineering,132840,2011-05-26,NULL,,Hybrid,NULL,NULL,56
35-7039026,Gaynor,Hesse,1973-08-02,male,Sales,73511,2009-11-20,NULL,,Hybrid,NULL,NULL,50
35-7148692,Fiorenze,Carney,1990-03-30,male,"Product Management",177822,2020-02-08,NULL,,Hybrid,NULL,NULL,33
35-7157316,Marj,Roobottom,1983-10-17,female,Engineering,164028,2005-03-05,NULL,,Remote,NULL,NULL,40
35-7181844,Marena,Linkleter,1993-10-22,male,Training,151405,2012-12-25,NULL,,Hybrid,NULL,NULL,30
35-7186171,Pat,Genner,2000-08-02,male,Services,104355,2006-06-22,NULL,,Hybrid,NULL,NULL,23
35-7362397,Shauna,Ateridge,1992-07-01,male,Services,130357,2001-11-29,NULL,,Remote,NULL,NULL,31
35-7444555,Annie,Ashlee,1987-02-27,male,Engineering,178755,2019-11-26,NULL,,Remote,NULL,NULL,36
35-7456141,Alexia,McSaul,1992-12-22,female,"Product Management",162733,2020-07-09,NULL,,Remote,NULL,NULL,30
35-7540962,Shannon,Kibbye,1990-12-05,female,Engineering,74363,2008-07-18,NULL,,Hybrid,NULL,NULL,32
35-7588301,Sumner,Hapke,1981-05-30,female,Engineering,170081,2008-05-22,NULL,,Remote,NULL,NULL,42
35-7600831,Josi,Habin,1976-04-10,female,Support,118728,2004-02-13,NULL,,Hybrid,NULL,NULL,47
35-7606302,Caddric,Copplestone,1986-05-07,male,Engineering,143637,2011-12-05,NULL,,Hybrid,NULL,NULL,37
35-7615281,Orella,Harken,1994-05-25,male,Support,165528,2020-02-24,NULL,,Hybrid,NULL,NULL,29
35-7633203,Ora,Rydings,1984-06-07,male,Engineering,169954,2005-04-22,NULL,,Remote,NULL,NULL,39
35-7705725,Terri,Raulin,1967-06-29,male,Training,141566,2001-05-03,NULL,,Remote,NULL,NULL,56
35-7789691,Anthe,Euston,1972-12-16,male,Engineering,134713,2019-08-03,"2036-10-13 09:05:25",,Remote,2036-10-13,09:05:25,50
35-7810912,Shell,Gude,1990-08-20,female,Sales,129277,2020-07-21,NULL,,Hybrid,NULL,NULL,33
35-7830461,Alasteir,Gaffney,2002-08-08,male,Sales,72485,2011-08-15,NULL,,Hybrid,NULL,NULL,21
35-7893006,Rockwell,Larver,1989-02-13,male,Engineering,178405,2017-10-04,"2035-04-20 11:00:47",,Remote,2035-04-20,11:00:47,34
35-7900699,Patricio,Iacoviello,1966-05-28,male,Legal,163671,2019-02-28,NULL,,Hybrid,NULL,NULL,57
35-7941010,Pincas,Melmore,1999-10-08,male,Engineering,166640,2006-10-14,NULL,,Hybrid,NULL,NULL,24
35-8027962,Ethelin,Androlli,1997-08-18,male,Engineering,80428,2002-10-24,NULL,,Remote,NULL,NULL,26
35-8102567,Edik,Henden,1997-01-14,female,"Business Development",163361,2002-08-09,NULL,,Hybrid,NULL,NULL,26
35-8127304,Murray,Playfair,1997-03-12,male,Engineering,109573,2020-04-26,NULL,,Remote,NULL,NULL,26
35-8140903,Garrett,Thebeau,1991-06-18,female,Engineering,92865,2003-05-11,NULL,,Hybrid,NULL,NULL,32
35-8227868,Marcella,Dowbiggin,1970-07-09,male,"Research and Development",142202,2005-04-27,NULL,,Remote,NULL,NULL,53
35-8244244,Bern,Terry,1990-08-24,female,Marketing,172951,2019-03-15,NULL,,Hybrid,NULL,NULL,33
35-8281026,Bibi,Kearey,1995-12-20,female,Accounting,167420,2006-03-30,"2008-10-25 14:10:42",,Remote,2008-10-25,14:10:42,27
35-8337114,Jarid,Loynton,2002-02-01,male,"Human Resources",89914,2013-02-06,NULL,,Remote,NULL,NULL,21
35-8340168,Alano,Gommes,1986-10-28,male,Engineering,168204,2008-01-18,NULL,,Remote,NULL,NULL,37
35-8348224,Lisetta,Broggini,1988-02-05,male,Sales,156771,2018-11-21,NULL,,Remote,NULL,NULL,35
35-8373543,Hamil,Rabat,2000-06-21,male,"Research and Development",174975,2005-06-27,NULL,,Hybrid,NULL,NULL,23
35-8381427,Sibella,Plaid,2000-09-05,male,Sales,85173,2006-06-08,NULL,,Hybrid,NULL,NULL,23
35-8383034,Ericka,Instone,1981-08-15,male,Accounting,146087,2008-06-20,NULL,,Hybrid,NULL,NULL,42
35-8433185,Dar,Perch,1976-03-02,male,Training,128719,2017-01-06,NULL,,Remote,NULL,NULL,47
35-8573482,Baxter,Gildea,1982-03-09,female,"Business Development",126089,2014-07-12,NULL,,Remote,NULL,NULL,41
35-8608441,Isidore,Duce,1969-12-17,male,"Human Resources",154417,2009-03-16,NULL,,Hybrid,NULL,NULL,53
35-8667951,Neale,Ovenden,1978-12-11,male,"Business Development",158983,2008-12-15,NULL,,Remote,NULL,NULL,44
35-8683985,Janella,Slaght,1984-03-03,female,"Research and Development",152176,2020-01-27,NULL,,Hybrid,NULL,NULL,39
35-8719727,Stanwood,Bourcq,1990-06-16,female,Accounting,82352,2019-02-18,NULL,,Hybrid,NULL,NULL,33
35-8730817,Estevan,Farryan,1966-03-15,male,Sales,136622,2018-05-06,NULL,,Remote,NULL,NULL,57
35-8732433,Chanda,Tacon,1980-10-05,female,Accounting,67631,2005-11-21,NULL,,Hybrid,NULL,NULL,43
35-8815799,Milicent,Palliser,1986-10-10,male,Sales,76450,2005-04-14,NULL,,Remote,NULL,NULL,37
35-8914531,Dulcy,Cobby,1972-08-24,male,Sales,155515,2005-12-23,NULL,,Hybrid,NULL,NULL,51
35-8924326,Marietta,Pettman,1998-02-26,male,Accounting,170413,2015-07-25,NULL,,Hybrid,NULL,NULL,25
35-8940126,Preston,Schanke,1996-02-27,female,Training,141149,2002-08-12,NULL,,Remote,NULL,NULL,27
35-8962570,Minnie,Lindeberg,1992-09-11,female,"Business Development",154006,2007-05-04,NULL,,Hybrid,NULL,NULL,31
35-9007163,Dani,Winterbottom,1998-04-13,male,"Human Resources",104326,2018-12-12,NULL,,Hybrid,NULL,NULL,25
35-9102184,Hamilton,Este,1993-06-23,female,Accounting,91111,2002-02-19,NULL,,Hybrid,NULL,NULL,30
35-9106081,Evelin,MacLoughlin,1983-09-24,male,Training,165516,2008-09-09,NULL,,Remote,NULL,NULL,40
35-9108177,Ludovika,Jaimez,1978-03-18,female,Engineering,86614,2008-12-16,NULL,,Remote,NULL,NULL,45
35-9179239,Heda,Stammer,1999-10-13,male,Support,100398,2003-08-21,NULL,,Hybrid,NULL,NULL,24
35-9222579,Carita,Habershaw,1973-01-10,male,Accounting,95556,2019-09-25,NULL,,Remote,NULL,NULL,50
35-9405784,Leroy,Heed,1989-05-06,female,Engineering,122314,2004-04-13,"2022-05-03 19:35:49",,Hybrid,2022-05-03,19:35:49,34
35-9406992,Onida,Sheffield,1991-04-24,male,Engineering,135695,2019-02-18,NULL,,Remote,NULL,NULL,32
35-9454369,Agace,Ailward,1986-09-10,female,"Business Development",97493,2008-03-11,NULL,,Remote,NULL,NULL,37
35-9456905,Nessie,Dovermann,1984-06-21,female,Accounting,83753,2019-04-11,NULL,,Remote,NULL,NULL,39
35-9511968,Ethe,Rozzell,1993-02-22,male,Services,110606,2019-09-02,NULL,,Hybrid,NULL,NULL,30
35-9632111,Tiffani,Leemans,1988-06-02,male,Engineering,174377,2016-04-13,NULL,,Hybrid,NULL,NULL,35
35-9669455,Aveline,Christley,2001-05-18,female,Auditing,74179,2005-11-15,NULL,,Remote,NULL,NULL,22
35-9686267,Glyn,Kubista,1976-09-07,male,Engineering,141522,2003-11-06,NULL,,Remote,NULL,NULL,47
35-9700429,Alikee,Collete,1998-12-23,female,Legal,176303,2007-09-26,"2016-11-27 01:47:31",,Hybrid,2016-11-27,01:47:31,24
35-9758429,Eugenius,Enoksson,1997-06-12,male,Sales,175647,2003-04-10,"2015-04-15 18:51:56",,Hybrid,2015-04-15,18:51:56,26
35-9821888,Alvinia,Duffit,2001-01-07,female,Engineering,113572,2020-06-06,NULL,,Hybrid,NULL,NULL,22
35-9824726,Skylar,Siggin,1993-08-08,male,Engineering,107495,2006-06-08,NULL,,Hybrid,NULL,NULL,30
35-9848383,Concordia,Grishenkov,1967-09-29,male,Engineering,151462,2012-03-21,NULL,,Hybrid,NULL,NULL,56
35-9850535,Mal,Yewdell,1994-01-18,male,Engineering,100030,2020-11-28,NULL,,Hybrid,NULL,NULL,29
35-9902651,Colan,Tester,1965-10-21,male,Engineering,65595,2003-08-13,NULL,,Remote,NULL,NULL,58
35-9941158,Hadleigh,Bibby,1968-08-31,male,Marketing,78500,2014-10-02,NULL,,Remote,NULL,NULL,55
36-0187430,Caroljean,Weatherall,1995-07-25,female,"Human Resources",132039,2019-11-22,"2032-07-25 12:16:55",,Hybrid,2032-07-25,12:16:55,28
36-0266708,Elianore,Aylmore,1988-08-31,male,Services,182232,2016-08-18,NULL,,Hybrid,NULL,NULL,35
36-0404253,Vivian,Costerd,2001-08-02,female,Training,179332,2013-11-04,"2027-05-23 11:01:47",,Remote,2027-05-23,11:01:47,22
36-0407053,Vannie,Gaytor,1982-11-21,female,Engineering,159790,2012-06-24,NULL,,Remote,NULL,NULL,41
36-0451811,Norton,Midson,1993-06-13,male,Marketing,155344,2017-01-14,NULL,,Remote,NULL,NULL,30
36-0628720,Emilia,Pownall,1979-06-24,female,Services,79722,2010-05-17,NULL,,Remote,NULL,NULL,44
36-0656180,Zedekiah,Claussen,1973-07-13,male,Engineering,119433,2019-02-27,"2036-07-09 04:19:14",,Remote,2036-07-09,04:19:14,50
36-0686047,Toddy,Burnhams,1966-07-13,male,"Human Resources",105457,2019-01-10,NULL,,Hybrid,NULL,NULL,57
36-0710762,Charmane,Stalf,1990-01-06,female,Sales,89346,2010-12-27,NULL,,Hybrid,NULL,NULL,33
36-0741473,Matty,Rippingale,1989-04-10,male,Services,120292,2000-12-18,NULL,,Remote,NULL,NULL,34
36-0766952,Marcille,Widdowson,1998-11-30,female,Engineering,85315,2011-02-28,NULL,,Remote,NULL,NULL,25
36-0846971,Valentin,Huske,1977-07-02,female,"Human Resources",130233,2008-03-25,NULL,,Hybrid,NULL,NULL,46
36-0866980,Candra,Cabrara,1978-12-06,male,Accounting,131303,2007-10-26,NULL,,Hybrid,NULL,NULL,44
36-0917199,Sondra,Stickins,1982-01-25,male,"Research and Development",172028,2004-04-18,NULL,,Hybrid,NULL,NULL,41
36-0970872,Dani,Atherton,1998-05-08,male,Accounting,72277,2001-05-06,NULL,,Hybrid,NULL,NULL,25
36-1008937,Talyah,Chatres,1996-03-14,male,Sales,180268,2002-09-04,NULL,,Hybrid,NULL,NULL,27
36-1011614,Jules,Weedall,1998-02-09,female,Engineering,137507,2010-10-31,NULL,,Remote,NULL,NULL,25
36-1055801,Waldemar,Redwin,1996-01-06,male,Engineering,71396,2017-10-29,"2031-12-24 20:10:17",,Hybrid,2031-12-24,20:10:17,27
36-1059260,Stearn,Annon,1983-11-03,male,"Human Resources",176728,2014-05-12,NULL,,Hybrid,NULL,NULL,40
36-1092764,Dominga,Bourne,1965-12-06,male,Engineering,121196,2011-05-17,NULL,,Hybrid,NULL,NULL,57
36-1204933,Sheba,Cramb,1974-08-28,female,Engineering,102375,2018-01-18,NULL,,Remote,NULL,NULL,49
36-1263173,Luis,Sapsed,1970-11-03,female,Engineering,105160,2010-11-19,NULL,,Remote,NULL,NULL,53
36-1358528,Buffy,Ciobotaru,1972-06-04,female,"Human Resources",68294,2013-04-16,NULL,,Remote,NULL,NULL,51
36-1598514,Nikos,Hakes,1981-05-31,male,Training,72987,2007-01-01,NULL,,Remote,NULL,NULL,42
36-1599818,Gardie,Ruffey,1998-04-03,female,Training,71187,2004-08-11,NULL,,Hybrid,NULL,NULL,25
36-1602708,Klarrisa,Smithend,1988-02-16,male,Engineering,76558,2017-12-26,NULL,,Hybrid,NULL,NULL,35
36-1603100,Erl,Aldwinckle,1969-05-18,female,Sales,69414,2016-06-28,NULL,,Remote,NULL,NULL,54
36-1603147,Sarene,Martyntsev,1978-03-14,female,Accounting,97491,2012-01-31,NULL,,Remote,NULL,NULL,45
36-1609755,Arie,Dugood,1992-11-03,male,Training,80147,2012-08-12,"2033-01-01 02:26:41",,Remote,2033-01-01,02:26:41,31
36-1657724,Donni,Ilbert,1968-06-18,male,Accounting,111172,2015-10-29,NULL,,Remote,NULL,NULL,55
36-1737152,Lavina,Harbard,1992-12-24,female,Engineering,142662,2003-04-12,NULL,,Remote,NULL,NULL,30
36-1771785,Cross,Dealey,1974-08-26,male,Accounting,169658,2018-05-14,NULL,,Hybrid,NULL,NULL,49
36-1781358,Nat,Pouck,1983-05-23,male,Services,172808,2000-11-23,"2016-06-12 06:44:15",,Remote,2016-06-12,06:44:15,40
36-1796649,Ethelind,O'Docherty,1982-02-01,male,Sales,159121,2007-01-06,NULL,,Hybrid,NULL,NULL,41
36-1812001,Ned,Densell,1988-05-12,female,Training,93057,2017-04-14,"2029-01-04 21:52:54",,Remote,2029-01-04,21:52:54,35
36-1879587,Hilary,Grimsdith,1991-02-08,female,Engineering,132048,2005-10-05,NULL,,Hybrid,NULL,NULL,32
36-1902497,Fabien,Garmon,1969-03-22,male,Engineering,78251,2013-04-14,NULL,,Remote,NULL,NULL,54
36-1926598,Morgen,Janzen,1985-12-14,male,Services,84127,2007-04-06,NULL,,Hybrid,NULL,NULL,37
36-1975252,Elonore,Mattinson,1999-07-30,male,Services,166963,2017-01-20,"2030-09-03 06:49:30",,Remote,2030-09-03,06:49:30,24
36-2045419,Eziechiele,Hatcher,1987-06-06,male,"Business Development",135442,2019-08-03,NULL,,Remote,NULL,NULL,36
36-2101189,Barbi,Ghilardi,1968-05-18,male,Training,133855,2012-03-30,NULL,,Hybrid,NULL,NULL,55
36-2249372,Ingelbert,Jurn,1986-05-13,male,Engineering,159998,2012-12-06,"2018-09-29 00:05:14",,Hybrid,2018-09-29,00:05:14,37
36-2260531,Gerrilee,Pecey,1972-02-05,female,Sales,67471,2013-02-05,NULL,,Hybrid,NULL,NULL,51
36-2261556,Jakob,Cresswell,1967-05-31,male,Engineering,142154,2008-04-29,NULL,,Hybrid,NULL,NULL,56
36-2326552,Margy,Bewsey,1967-11-24,male,Training,137375,2005-08-17,NULL,,Hybrid,NULL,NULL,56
36-2448532,Miriam,Mingardi,1988-01-19,male,"Business Development",81091,2006-01-21,NULL,,Hybrid,NULL,NULL,35
36-2452107,Brandice,Barnewille,1971-12-07,male,Engineering,70713,2012-07-15,NULL,,Remote,NULL,NULL,51
36-2525823,Waly,Tugwell,1997-09-12,female,Accounting,133030,2004-01-10,NULL,,Remote,NULL,NULL,26
36-2624429,Dean,Banaszkiewicz,1978-11-19,male,Accounting,79005,2018-04-19,NULL,,Hybrid,NULL,NULL,45
36-2657631,Justino,Lodewick,1992-04-26,female,Engineering,95102,2007-03-09,NULL,,Hybrid,NULL,NULL,31
36-2672174,Aleksandr,Kingerby,1987-03-19,male,Engineering,110189,2017-05-22,NULL,,Remote,NULL,NULL,36
36-2754179,Adrien,Gritland,1974-02-23,female,Accounting,82199,2011-07-22,NULL,,Hybrid,NULL,NULL,49
36-2788586,Bonnie,Aveyard,1988-09-01,male,Sales,163113,2012-01-31,NULL,,Remote,NULL,NULL,35
36-2788914,Creight,Towe,1970-03-24,male,Services,80368,2013-06-10,NULL,,Remote,NULL,NULL,53
36-2794878,Baxie,Birrell,1988-10-03,male,Engineering,157186,2005-04-29,NULL,,Remote,NULL,NULL,35
36-2846026,Abe,Radden,1992-07-19,female,Engineering,130791,2018-04-18,NULL,,Remote,NULL,NULL,31
36-2913983,Thorstein,Alastair,1993-07-08,female,Accounting,65302,2005-03-31,NULL,,Remote,NULL,NULL,30
36-3015218,Mallory,Confait,1972-07-03,male,Engineering,114202,2008-01-20,"2023-08-23 22:59:05",,Remote,2023-08-23,22:59:05,51
36-3019227,Olivia,Askin,1968-06-23,female,Services,129309,2006-03-26,"2026-12-04 22:53:37",,Remote,2026-12-04,22:53:37,55
36-3040686,Sidney,Piggens,1979-12-10,male,Engineering,154566,2011-05-30,NULL,,Remote,NULL,NULL,43
36-3104325,Rayna,Vasilevich,1978-10-03,female,Accounting,140709,2015-12-24,"2024-10-14 19:14:27",,Hybrid,2024-10-14,19:14:27,45
36-3157869,Malva,Emmison,1979-09-23,male,Accounting,176471,2004-05-31,NULL,,Remote,NULL,NULL,44
36-3199407,Netty,Pardi,1990-11-02,female,Training,128916,2005-12-08,NULL,,Hybrid,NULL,NULL,33
36-3267264,Ethyl,Adamoli,1980-10-22,male,Accounting,135278,2018-07-13,NULL,,Remote,NULL,NULL,43
36-3307621,Lorelei,Woolham,1982-04-01,male,Sales,141298,2006-04-09,NULL,,Hybrid,NULL,NULL,41
36-3373207,Cleon,Bernhard,1987-07-09,male,"Business Development",145922,2015-09-18,NULL,,Hybrid,NULL,NULL,36
36-3435325,Aldridge,Poulsum,1989-09-14,female,"Human Resources",154183,2005-04-21,NULL,,Remote,NULL,NULL,34
36-3443989,Rance,Whitesel,1990-08-12,male,Engineering,89589,2006-07-10,NULL,,Remote,NULL,NULL,33
36-3514641,Irwin,Wilkins,1966-02-25,male,Engineering,168679,2019-02-14,"2037-11-10 12:15:52",,Hybrid,2037-11-10,12:15:52,57
36-3669048,Chiarra,Mehaffey,1993-04-13,male,Sales,140090,2002-10-18,"2020-07-27 18:11:28",,Hybrid,2020-07-27,18:11:28,30
36-3731439,Elmira,Pepperill,1972-10-30,female,Engineering,115917,2005-12-04,NULL,,Hybrid,NULL,NULL,51
36-3736895,Amata,Lomath,1979-06-20,female,"Business Development",103113,2015-03-20,NULL,,Hybrid,NULL,NULL,44
36-3809170,Annalise,Want,2002-03-30,female,Engineering,110109,2020-03-07,NULL,,Hybrid,NULL,NULL,21
36-3848086,Orelia,Ghilardi,1976-12-29,female,Sales,72615,2019-10-19,"2034-01-25 23:13:01",,Remote,2034-01-25,23:13:01,46
36-3855889,Yulma,Levinge,1992-12-13,male,Engineering,83762,2015-06-03,NULL,,Hybrid,NULL,NULL,30
36-3877633,Aldin,Sevin,1991-04-18,female,Training,178139,2002-07-04,NULL,,Hybrid,NULL,NULL,32
36-3883286,Charis,Key,1992-07-28,male,Services,160542,2007-03-01,"2008-11-28 02:51:50",,Remote,2008-11-28,02:51:50,31
36-3924585,Bree,Locksley,1981-03-31,male,"Product Management",137008,2006-10-08,NULL,,Hybrid,NULL,NULL,42
